"","plz","note","subregion_ID"
"2589","72226","72226 Simmersfeld",113
"2590","27239","27239 Twistringen",31
"2591","68804","68804 AltluÃheim",101
"2592","68804","68804 AltluÃheim",111
"2593","67122","67122 Altrip",101
"2594","67122","67122 Altrip",111
"2595","33647","33647 Bielefeld",42
"2596","72293","72293 Glatten",113
"2597","65812","65812 Bad Soden am Taunus",92
"2598","61440","61440 Oberursel (Taunus)",91
"2599","61440","61440 Oberursel (Taunus)",92
"2600","68305","68305 Mannheim",111
"2601","68305","68305 Mannheim",92
"2602","33739","33739 Bielefeld",42
"2603","68766","68766 Hockenheim",101
"2604","68766","68766 Hockenheim",111
"2605","78078","78078 Niedereschach",113
"2606","72280","72280 Dornstetten",113
"2607","35576","35576 Wetzlar",91
"2608","68163","68163 Mannheim",101
"2609","68163","68163 Mannheim",111
"2610","27243","27243 Harpstedt, GroÃ Ippener, Colnrade u.a.",31
"2611","75335","75335 Dobel",113
"2612","59929","59929 Brilon",42
"2613","59929","59929 Brilon",43
"2614","59929","59929 Brilon",91
"2615","68161","68161 Mannheim",111
"2616","35578","35578 Wetzlar",91
"2617","68782","68782 BrÃ¼hl",101
"2618","68782","68782 BrÃ¼hl",111
"2619","35586","35586 Wetzlar",91
"2620","35580","35580 Wetzlar",91
"2621","76229","76229 Karlsruhe",111
"2622","75334","75334 Straubenhardt",113
"2623","33154","33154 Salzkotten",41
"2624","33154","33154 Salzkotten",42
"2625","78176","78176 Blumberg",112
"2626","65451","65451 Kelsterbach",92
"2627","72175","72175 Dornhan",113
"2628","68167","68167 Mannheim",111
"2629","72285","72285 Pfalzgrafenweiler",113
"2630","68165","68165 Mannheim",111
"2631","61267","61267 Neu-Anspach",91
"2632","65835","65835 Liederbach am Taunus",92
"2633","33142","33142 BÃ¼ren",42
"2634","65931","65931 Frankfurt am Main",92
"2635","35116","35116 Hatzfeld",43
"2636","35116","35116 Hatzfeld",91
"2637","33659","33659 Bielefeld",42
"2638","78658","78658 Zimmern ob Rottweil",113
"2639","61476","61476 Kronberg im Taunus",92
"2640","32257","32257 BÃ¼nde",31
"2641","32257","32257 BÃ¼nde",42
"2642","35585","35585 Wetzlar",91
"2643","68753","68753 WaghÃ¤usel",111
"2644","64683","64683 Einhausen",92
"2645","35232","35232 Dautphetal",91
"2646","28790","28790 Schwanewede",31
"2647","28777","28777 Bremen",31
"2648","27639","27639 Wurster NordseekÃ¼ste",31
"2649","33615","33615 Bielefeld",42
"2650","76356","76356 Weingarten",111
"2651","35625","35625 HÃ¼ttenberg",91
"2652","72294","72294 GrÃ¶mbach",113
"2653","68775","68775 Ketsch",101
"2654","68775","68775 Ketsch",111
"2655","33617","33617 Bielefeld",42
"2656","78727","78727 Oberndorf am Neckar",113
"2657","68309","68309 Mannheim",111
"2658","68309","68309 Mannheim",92
"2659","68519","68519 Viernheim",111
"2660","68519","68519 Viernheim",92
"2661","64572","64572 BÃ¼ttelborn",92
"2662","61350","61350 Bad Homburg v.d. HÃ¶he",91
"2663","61350","61350 Bad Homburg v.d. HÃ¶he",92
"2664","59969","59969 Bromskirchen, Hallenberg",43
"2665","59969","59969 Bromskirchen, Hallenberg",91
"2666","68219","68219 Mannheim",101
"2667","68219","68219 Mannheim",111
"2668","27612","27612 Loxstedt",31
"2669","32130","32130 Enger",42
"2670","49419","49419 Wagenfeld",31
"2671","49419","49419 Wagenfeld",42
"2672","76327","76327 Pfinztal",111
"2673","78054","78054 Villingen-Schwenningen",113
"2674","27572","27572 Bremerhaven",31
"2675","33613","33613 Bielefeld",42
"2676","65843","65843 Sulzbach (Taunus)",92
"2677","27628","27628 Hagen",31
"2678","35075","35075 Gladenbach",91
"2679","64546","64546 MÃ¶rfelden-Walldorf",92
"2680","76689","76689 Karlsdorf-Neuthard",111
"2681","78073","78073 Bad DÃ¼rrheim",113
"2682","65929","65929 Frankfurt am Main",92
"2683","27580","27580 Bremerhaven",31
"2684","35583","35583 Wetzlar Garbeinheim",91
"2685","76646","76646 Bruchsal",111
"2686","68259","68259 Mannheim",111
"2687","68259","68259 Mannheim",92
"2688","35584","35584 Wetzlar",91
"2689","25859","25859 Hallig Hooge",12
"2690","65824","65824 Schwalbach am Taunus",92
"2691","68809","68809 NeuluÃheim",111
"2692","27607","27607 Geestland",31
"2693","64653","64653 Lorsch",111
"2694","64653","64653 Lorsch",92
"2695","35510","35510 Butzbach",91
"2696","72178","72178 Waldachtal",113
"2697","76707","76707 HambrÃ¼cken",111
"2698","75210","75210 Keltern",111
"2699","75210","75210 Keltern",113
"2700","60549","60549 Frankfurt am Main",92
"2701","32339","32339 Espelkamp",42
"2702","75305","75305 NeuenbÃ¼rg",113
"2703","61273","61273 Wehrheim",91
"2704","61273","61273 Wehrheim",92
"2705","32369","32369 Rahden",31
"2706","32369","32369 Rahden",42
"2707","35088","35088 Battenberg",43
"2708","35088","35088 Battenberg",91
"2709","33602","33602 Bielefeld",42
"2710","35444","35444 Biebertal",91
"2711","78083","78083 Dauchingen",113
"2712","78056","78056 Villingen-Schwenningen",113
"2713","64347","64347 Griesheim",92
"2714","27568","27568 Bremerhaven, Bremen",31
"2715","78662","78662 BÃ¶singen",113
"2716","72296","72296 Schopfloch",113
"2717","68239","68239 Mannheim",111
"2718","79798","79798 Jestetten",112
"2719","33689","33689 Bielefeld",42
"2720","68799","68799 Reilingen",111
"2721","33611","33611 Bielefeld",42
"2722","25863","25863 LangeneÃ",12
"2723","35428","35428 LanggÃ¶ns",91
"2724","33604","33604 Bielefeld",42
"2725","65760","65760 Eschborn",92
"2726","68723","68723 Schwetzingen",111
"2727","32312","32312 LÃ¼bbecke",42
"2728","35633","35633 Lahnau",91
"2729","75196","75196 Remchingen",111
"2730","75196","75196 Remchingen",113
"2731","27809","27809 Lemwerder",31
"2732","64319","64319 Pfungstadt",92
"2733","72213","72213 Altensteig",113
"2734","33607","33607 Bielefeld",42
"2735","35102","35102 Lohra",91
"2736","78652","78652 DeiÃlingen",113
"2737","79807","79807 Lottstetten",112
"2738","33609","33609 Bielefeld",42
"2739","75045","75045 Walzbachtal",111
"2740","35581","35581 Wetzlar",91
"2741","75389","75389 Neuweiler",113
"2742","68549","68549 Ilvesheim",111
"2743","64625","64625 Bensheim",92
"2744","72172","72172 Sulz am Neckar",113
"2745","72160","72160 Horb am Neckar",113
"2746","25849","25849 SÃ¼deroog, Pellworm",12
"2747","78628","78628 Rottweil",113
"2748","60529","60529 Frankfurt am Main",92
"2749","72299","72299 WÃ¶rnersberg",113
"2750","61449","61449 Steinbach (Taunus)",92
"2751","65936","65936 Frankfurt am Main",92
"2752","33605","33605 Bielefeld",42
"2753","64331","64331 Weiterstadt",92
"2754","75339","75339 HÃ¶fen an der Enz",113
"2755","25924","25924 RodenÃ¤s",11
"2756","78667","78667 Villingendorf",113
"2757","78736","78736 Epfendorf",113
"2758","28779","28779 Bremen",31
"2759","32609","32609 HÃ¼llhorst",42
"2760","64665","64665 Alsbach-HÃ¤hnlein",92
"2761","27476","27476 Cuxhaven",31
"2762","65934","65934 Frankfurt am Main",92
"2763","35398","35398 GieÃen",91
"2764","34508","34508 Willingen (Upland)",42
"2765","34508","34508 Willingen (Upland)",43
"2766","34508","34508 Willingen (Upland)",91
"2767","33758","33758 SchloÃ Holte-Stukenbrock",42
"2768","32051","32051 Herford",42
"2769","68229","68229 Mannheim",111
"2770","64295","64295 Darmstadt",92
"2771","64404","64404 Bickenbach",92
"2772","64673","64673 Zwingenberg",92
"2773","76694","76694 Forst",111
"2774","68789","68789 Sankt Leon-Rot",111
"2775","75217","75217 Birkenfeld",113
"2776","33729","33729 Bielefeld",42
"2777","61381","61381 Friedrichsdorf",92
"2778","68526","68526 Ladenburg",111
"2779","35582","35582 Wetzlar",91
"2780","33699","33699 Bielefeld",42
"2781","33161","33161 HÃ¶velhof",42
"2782","75394","75394 Oberreichenbach",113
"2783","68542","68542 Heddesheim",111
"2784","68542","68542 Heddesheim",92
"2785","27576","27576 Bremerhaven",31
"2786","69123","69123 Heidelberg",111
"2787","68535","68535 Edingen-Neckarhausen",111
"2788","76669","76669 Bad SchÃ¶nborn",111
"2789","27478","27478 Cuxhaven",31
"2790","76698","76698 Ubstadt-Weiher",111
"2791","65933","65933 Frankfurt am Main",92
"2792","27570","27570 Bremerhaven",31
"2793","61348","61348 Bad Homburg v.d. HÃ¶he",92
"2794","75203","75203 KÃ¶nigsbach-Stein",111
"2795","75203","75203 KÃ¶nigsbach-Stein",112
"2796","78609","78609 Tuningen",113
"2797","33719","33719 Bielefeld",42
"2798","27755","27755 Delmenhorst",31
"2799","28755","28755 Bremen",31
"2800","27753","27753 Delmenhorst",31
"2801","76709","76709 Kronau",111
"2802","25826","25826 Sankt Peter-Ording",11
"2803","35108","35108 Allendorf",91
"2804","60488","60488 Frankfurt am Main",92
"2805","35452","35452 Heuchelheim",91
"2806","60489","60489 Frankfurt am Main",92
"2807","72227","72227 Egenhausen",113
"2808","75328","75328 SchÃ¶mberg",112
"2809","75328","75328 SchÃ¶mberg",113
"2810","78187","78187 Geisingen",112
"2811","78187","78187 Geisingen",113
"2812","32278","32278 Kirchlengern",42
"2813","59964","59964 Medebach",43
"2814","59964","59964 Medebach",91
"2815","60439","60439 Frankfurt am Main",92
"2816","64646","64646 Heppenheim (BergstraÃe)",111
"2817","64646","64646 Heppenheim (BergstraÃe)",92
"2818","69502","69502 Hemsbach",111
"2819","69502","69502 Hemsbach",92
"2820","63263","63263 Neu-Isenburg",92
"2821","27578","27578 Bremerhaven",31
"2822","32120","32120 Hiddenhausen",42
"2823","35083","35083 Wetter",91
"2824","61191","61191 Rosbach v.d. HÃ¶he",92
"2825","69514","69514 Laudenbach",111
"2826","69514","69514 Laudenbach",92
"2827","64390","64390 Erzhausen",92
"2828","69190","69190 Walldorf",111
"2829","75236","75236 KÃ¤mpfelbach",111
"2830","75236","75236 KÃ¤mpfelbach",112
"2831","75236","75236 KÃ¤mpfelbach",113
"2832","72221","72221 Haiterbach",113
"2833","60528","60528 Frankfurt am Main",92
"2834","64293","64293 Darmstadt",92
"2835","78647","78647 Trossingen",113
"2836","60486","60486 Frankfurt am Main",92
"2837","35435","35435 Wettenberg",91
"2838","27574","27574 Bremerhaven",31
"2839","69181","69181 Leimen",111
"2840","61239","61239 Ober-MÃ¶rlen",91
"2841","61239","61239 Ober-MÃ¶rlen",92
"2842","75385","75385 Bad Teinach-Zavelstein",113
"2843","69124","69124 Heidelberg",111
"2844","75387","75387 Neubulach",113
"2845","78661","78661 Dietingen",113
"2846","63225","63225 Langen",92
"2847","35117","35117 MÃ¼nchhausen",91
"2848","69469","69469 Weinheim",111
"2849","69469","69469 Weinheim",92
"2850","63329","63329 Egelsbach",92
"2851","60326","60326 Frankfurt am Main",92
"2852","61352","61352 Bad Homburg v.d. HÃ¶he",92
"2853","64297","64297 Darmstadt",92
"2854","60438","60438 Frankfurt am Main",92
"2855","69207","69207 Sandhausen",111
"2856","75053","75053 Gondelsheim",111
"2857","33813","33813 Oerlinghausen",42
"2858","28757","28757 Bremen",31
"2859","69214","69214 Eppelheim",111
"2860","78250","78250 Tengen",112
"2861","35094","35094 Lahntal",91
"2862","35440","35440 Linden",91
"2863","27259","27259 Freistatt, Varrel, Wehrbleck",31
"2864","32052","32052 Herford",42
"2865","60327","60327 Frankfurt am Main",92
"2866","75331","75331 Engelsbrand",113
"2867","64342","64342 Seeheim-Jugenheim",92
"2868","64291","64291 Darmstadt",92
"2869","27619","27619 Schiffdorf",31
"2870","72189","72189 VÃ¶hringen",113
"2871","69221","69221 Dossenheim",111
"2872","60487","60487 Frankfurt am Main",92
"2873","28719","28719 Bremen",31
"2874","27751","27751 Delmenhorst",31
"2875","60437","60437 Frankfurt am Main",92
"2876","28759","28759 Bremen",31
"2877","27749","27749 Delmenhorst",31
"2878","75180","75180 Pforzheim",112
"2879","75180","75180 Pforzheim",113
"2880","33181","33181 WÃ¼nnenberg",42
"2881","69493","69493 Hirschberg an der BergstraÃe",111
"2882","35041","35041 Marburg",91
"2883","75179","75179 Pforzheim",112
"2884","75179","75179 Pforzheim",113
"2885","27211","27211 Bassum",31
"2886","27248","27248 Ehrenburg",31
"2887","78607","78607 Talheim",113
"2888","72224","72224 Ebhausen",113
"2889","60431","60431 Frankfurt am Main",92
"2890","78554","78554 Aldingen",113
"2891","25881","25881 Tating, Westerhever, TÃ¼mlauer Koog",11
"2892","35096","35096 Weimar (Lahn)",91
"2893","75015","75015 Bretten",111
"2894","63303","63303 Dreieich",92
"2895","78194","78194 Immendingen",112
"2896","78194","78194 Immendingen",113
"2897","33106","33106 Paderborn",42
"2898","61169","61169 Friedberg (Hessen)",92
"2899","75378","75378 Bad Liebenzell",112
"2900","75378","75378 Bad Liebenzell",113
"2901","64285","64285 Darmstadt",92
"2902","78591","78591 Durchhausen",113
"2903","69198","69198 Schriesheim",111
"2904","72218","72218 Wildberg",112
"2905","72218","72218 Wildberg",113
"2906","64283","64283 Darmstadt",92
"2907","76703","76703 Kraichtal",111
"2908","33818","33818 LeopoldshÃ¶he",42
"2909","28816","28816 Stuhr",31
"2910","28197","28197 Bremen",31
"2911","35112","35112 Fronhausen",91
"2912","75228","75228 Ispringen",112
"2913","75173","75173 Pforzheim",112
"2914","75173","75173 Pforzheim",113
"2915","35457","35457 Lollar",91
"2916","69121","69121 Heidelberg",111
"2917","69254","69254 Malsch",111
"2918","69168","69168 Wiesloch",111
"2919","75239","75239 Eisingen",111
"2920","75239","75239 Eisingen",112
"2921","72348","72348 Rosenfeld",113
"2922","60325","60325 Frankfurt am Main",92
"2923","60433","60433 Frankfurt am Main",92
"2924","64289","64289 Darmstadt",92
"2925","69231","69231 Rauenberg",111
"2926","35392","35392 GieÃen",91
"2927","60308","60308 Frankfurt",92
"2928","69115","69115 Heidelberg",111
"2929","60323","60323 Frankfurt am Main",92
"2930","32107","32107 Bad Salzuflen",42
"2931","75399","75399 Unterreichenbach",112
"2932","75399","75399 Unterreichenbach",113
"2933","34519","34519 Diemelsee",42
"2934","34519","34519 Diemelsee",91
"2935","60596","60596 Frankfurt am Main",92
"2936","69120","69120 Heidelberg",111
"2937","27474","27474 Cuxhaven",31
"2938","28237","28237 Bremen",31
"2939","60598","60598 Frankfurt am Main",92
"2940","64686","64686 Lautertal (Odenwald)",92
"2941","60329","60329 Frankfurt am Main",92
"2942","35066","35066 Frankenberg",43
"2943","35066","35066 Frankenberg",91
"2944","64367","64367 MÃ¼hltal",92
"2945","27232","27232 Sulingen",31
"2946","75365","75365 Calw",112
"2947","75365","75365 Calw",113
"2948","78266","78266 BÃ¼singen am Hochrhein",112
"2949","35390","35390 GieÃen",91
"2950","60320","60320 Frankfurt am Main",92
"2951","27711","27711 Osterholz-Scharmbeck",31
"2952","64287","64287 Darmstadt",92
"2953","27721","27721 Ritterhude",31
"2954","32584","32584 LÃ¶hne",42
"2955","28717","28717 Bremen",31
"2956","75172","75172 Pforzheim",112
"2957","75172","75172 Pforzheim",113
"2958","60322","60322 Frankfurt am Main",92
"2959","78669","78669 Wellendingen",113
"2960","35396","35396 GieÃen",91
"2961","35516","35516 MÃ¼nzenberg",91
"2962","69226","69226 NuÃloch",111
"2963","78549","78549 Spaichingen",113
"2964","75245","75245 Neulingen",111
"2965","75245","75245 Neulingen",112
"2966","78594","78594 Gunningen",113
"2967","33178","33178 Borchen",42
"2968","32049","32049 Herford",42
"2969","72229","72229 Rohrdorf",113
"2970","60306","60306 Frankfurt am Main, Opernturm",92
"2971","75177","75177 Pforzheim",112
"2972","27616","27616 Beverstedt",31
"2973","60311","60311 Frankfurt am Main",92
"2974","60313","60313 Frankfurt am Main",92
"2975","72202","72202 Nagold",113
"2976","60310","60310 Frankfurt am Main (Taunusturm)",92
"2977","69126","69126 Heidelberg",111
"2978","60312","60312 Frankfurt am Main (Omniturm)",92
"2979","75181","75181 Pforzheim",112
"2980","75181","75181 Pforzheim",113
"2981","60435","60435 Frankfurt am Main",92
"2982","60594","60594 Frankfurt am Main",92
"2983","33104","33104 Paderborn",42
"2984","72186","72186 Empfingen",113
"2985","76684","76684 Ãstringen",111
"2986","60318","60318 Frankfurt am Main",92
"2987","25718","25718 Friedrichskoog",12
"2988","35394","35394 GieÃen",91
"2989","27472","27472 Cuxhaven",31
"2990","69488","69488 Birkenau",111
"2991","69488","69488 Birkenau",92
"2992","25867","25867 Oland",12
"2993","25899","25899 NiebÃ¼ll",11
"2994","25899","25899 NiebÃ¼ll",12
"2995","69242","69242 MÃ¼hlhausen",111
"2996","27251","27251 Neuenkirchen, Scholen",31
"2997","78606","78606 Seitingen-Oberflacht",113
"2998","27624","27624 Geestland",31
"2999","78247","78247 Hilzingen",112
"3000","78665","78665 Frittlingen",113
"3001","32832","32832 Augustdorf",42
"3002","60316","60316 Frankfurt am Main",92
"3003","69509","69509 MÃ¶rlenbach",111
"3004","69509","69509 MÃ¶rlenbach",92
"3005","61184","61184 Karben",92
"3006","35415","35415 Pohlheim",91
"3007","72184","72184 Eutingen im GÃ¤u",113
"3008","25927","25927 Neukirchen, Aventoft",11
"3009","25927","25927 Neukirchen, Aventoft",12
"3010","78234","78234 Engen",112
"3011","25836","25836 Garding, Osterhever, PoppenbÃ¼ll u.a.",11
"3012","60599","60599 Frankfurt am Main",92
"3013","35104","35104 Lichtenfels",43
"3014","35104","35104 Lichtenfels",91
"3015","64372","64372 Ober-Ramstadt",92
"3016","78532","78532 Tuttlingen",112
"3017","78532","78532 Tuttlingen",113
"3018","60389","60389 Frankfurt am Main",92
"3019","69117","69117 Heidelberg",111
"3020","60314","60314 Frankfurt am Main",92
"3021","32479","32479 Hille",31
"3022","32479","32479 Hille",42
"3023","78588","78588 Denkingen",113
"3024","31603","31603 Diepenau",31
"3025","31603","31603 Diepenau",42
"3026","75242","75242 Neuhausen",112
"3027","75242","75242 Neuhausen",113
"3028","75175","75175 Pforzheim",112
"3029","60385","60385 Frankfurt am Main",92
"3030","64397","64397 Modautal",92
"3031","34431","34431 Marsberg",42
"3032","34431","34431 Marsberg",91
"3033","61118","61118 Bad Vilbel",92
"3034","72369","72369 Zimmern unter der Burg",113
"3035","69517","69517 Gorxheimertal",111
"3036","69517","69517 Gorxheimertal",92
"3037","32105","32105 Bad Salzuflen",42
"3038","78595","78595 Hausen ob Verena",113
"3039","35099","35099 Burgwald",91
"3040","28259","28259 Bremen",31
"3041","64668","64668 Rimbach",92
"3042","35043","35043 Marburg",91
"3043","32791","32791 Lage",42
"3044","61231","61231 Bad Nauheim",91
"3045","61231","61231 Bad Nauheim",92
"3046","25869","25869 Habel, GrÃ¶de",12
"3047","21776","21776 Wanna",31
"3048","78244","78244 Gottmadingen",112
"3049","35519","35519 Rockenberg",91
"3050","28239","28239 Bremen",31
"3051","69234","69234 Dielheim",111
"3052","69118","69118 Heidelberg",111
"3053","35460","35460 Staufenberg",91
"3054","25845","25845 Nordstrand, Elisabeth-Sophien-Koog, SÃ¼dfall",12
"3055","75248","75248 Ãlbronn-DÃ¼rrn",111
"3056","75248","75248 Ãlbronn-DÃ¼rrn",112
"3057","72355","72355 SchÃ¶mberg",113
"3058","60386","60386 Frankfurt am Main",92
"3059","33098","33098 Paderborn",42
"3060","33102","33102 Paderborn",42
"3061","35037","35037 Marburg",91
"3062","69251","69251 Gaiberg",111
"3063","32549","32549 Bad Oeynhausen",42
"3064","64658","64658 FÃ¼rth",92
"3065","60388","60388 Frankfurt am Main",92
"3066","63069","63069 Offenbach am Main",92
"3067","33175","33175 Bad Lippspringe",42
"3068","35418","35418 Buseck",91
"3069","64678","64678 Lindenfels",92
"3070","32108","32108 Bad Salzuflen",42
"3071","75249","75249 Kieselbronn",112
"3072","64380","64380 RoÃdorf",92
"3073","63067","63067 Offenbach am Main",92
"3074","78262","78262 Gailingen am Hochrhein",112
"3075","64409","64409 Messel",92
"3076","35119","35119 Rosenthal",91
"3077","34497","34497 Korbach",43
"3078","34497","34497 Korbach",91
"3079","61206","61206 WÃ¶llstadt",92
"3080","72356","72356 Dautmergen",113
"3081","32602","32602 Vlotho",42
"3082","75438","75438 Knittlingen",111
"3083","28857","28857 Syke",31
"3084","72401","72401 Haigerloch",113
"3085","72351","72351 Geislingen",113
"3086","27245","27245 Bahrenborstel, Barenburg, Kirchdorf",31
"3087","78559","78559 Gosheim",113
"3088","27729","27729 Hambergen, Holste u.a.",31
"3089","74918","74918 Angelbachtal",111
"3090","35423","35423 Lich",91
"3091","33165","33165 Lichtenau",42
"3092","75382","75382 Althengstett",112
"3093","78573","78573 Wurmlingen",113
"3094","35463","35463 Fernwald",91
"3095","64846","64846 GroÃ-Zimmern",92
"3096","63322","63322 RÃ¶dermark",92
"3097","69245","69245 Bammental",111
"3098","75038","75038 Oberderdingen",111
"3099","33189","33189 Schlangen",42
"3100","28217","28217 Bremen",31
"3101","71131","71131 Jettingen",113
"3102","78604","78604 Rietheim-Weilheim",113
"3103","35091","35091 CÃ¶lbe",91
"3104","63128","63128 Dietzenbach",92
"3105","35085","35085 Ebsdorfergrund",91
"3106","69259","69259 Wilhelmsfeld",111
"3107","69253","69253 Heiligkreuzsteinach",111
"3108","69253","69253 Heiligkreuzsteinach",92
"3109","78586","78586 Deilingen",113
"3110","25842","25842 Langenhorn, Ockholm u.a.",11
"3111","25842","25842 Langenhorn, Ockholm u.a.",12
"3112","35039","35039 Marburg",91
"3113","78582","78582 Balgheim",113
"3114","75223","75223 Niefern-Ãschelbronn",112
"3115","69151","69151 NeckargemÃ¼nd",111
"3116","69151","69151 NeckargemÃ¼nd",92
"3117","75397","75397 Simmozheim",112
"3118","63065","63065 Offenbach am Main",92
"3119","71159","71159 MÃ¶tzingen",113
"3120","72108","72108 Rottenburg am Neckar",112
"3121","72108","72108 Rottenburg am Neckar",113
"3122","63150","63150 Heusenstamm",92
"3123","72367","72367 Weilen unter den Rinnen",113
"3124","64859","64859 Eppertshausen",92
"3125","75433","75433 Maulbronn",111
"3126","75433","75433 Maulbronn",112
"3127","72358","72358 Dormettingen",113
"3128","33100","33100 Paderborn",42
"3129","21765","21765 Nordleda",31
"3130","69250","69250 SchÃ¶nau",111
"3131","69250","69250 SchÃ¶nau",92
"3132","32758","32758 Detmold",42
"3133","64807","64807 Dieburg",92
"3134","72181","72181 Starzach",113
"3135","72359","72359 Dotternhausen",113
"3136","74889","74889 Sinsheim",111
"3137","28199","28199 Bremen",31
"3138","63071","63071 Offenbach am Main",92
"3139","28219","28219 Bremen",31
"3140","28844","28844 Weyhe",31
"3141","75443","75443 Ãtisheim",111
"3142","75443","75443 Ãtisheim",112
"3143","72336","72336 Balingen",113
"3144","75233","75233 Tiefenbronn",112
"3145","31600","31600 Uchte",31
"3146","61200","61200 WÃ¶lfersheim",91
"3147","61200","61200 WÃ¶lfersheim",92
"3148","69518","69518 Abtsteinach",111
"3149","69518","69518 Abtsteinach",92
"3150","63075","63075 Offenbach am Main",92
"3151","78564","78564 Wehingen, Reichenbach",113
"3152","32545","32545 Bad Oeynhausen",42
"3153","78583","78583 BÃ¶ttingen",113
"3154","69256","69256 Mauer",111
"3155","75417","75417 MÃ¼hlacker",111
"3156","75417","75417 MÃ¼hlacker",112
"3157","64839","64839 MÃ¼nster",92
"3158","78589","78589 DÃ¼rbheim",113
"3159","31606","31606 Warmsen",31
"3160","31606","31606 Warmsen",42
"3161","64401","64401 GroÃ-Bieberau",92
"3162","32469","32469 Petershagen",31
"3163","32469","32469 Petershagen",32
"3164","32469","32469 Petershagen",42
"3165","28357","28357 Bremen",31
"3166","64405","64405 Fischbachtal",92
"3167","71299","71299 Wimsheim",112
"3168","61194","61194 Niddatal",92
"3169","27252","27252 SchwafÃ¶rden",31
"3170","74909","74909 Meckesheim",111
"3171","71292","71292 Friolzheim",112
"3172","35469","35469 Allendorf",91
"3173","63477","63477 Maintal",92
"3174","28865","28865 Lilienthal",31
"3175","25882","25882 TetenbÃ¼ll",11
"3176","75059","75059 Zaisenhausen",111
"3177","78259","78259 MÃ¼hlhausen-Ehingen",112
"3178","64354","64354 Reinheim",92
"3179","72365","72365 Ratshausen",113
"3180","64385","64385 Reichelsheim (Odenwald)",92
"3181","71149","71149 Bondorf",113
"3182","69483","69483 Wald-Michelbach",111
"3183","69483","69483 Wald-Michelbach",92
"3184","74939","74939 Zuzenhausen",111
"3185","28201","28201 Bremen",31
"3186","78585","78585 Bubsheim",113
"3187","28195","28195 Bremen",31
"3188","75391","75391 Gechingen",112
"3189","61138","61138 Niederdorfelden",92
"3190","71083","71083 Herrenberg",112
"3191","71083","71083 Herrenberg",113
"3192","75449","75449 Wurmberg",112
"3193","75392","75392 Deckenpfronn",112
"3194","71126","71126 GÃ¤ufelden",112
"3195","71126","71126 GÃ¤ufelden",113
"3196","28277","28277 Bremen",31
"3197","25920","25920 Risum-Lindholm, Stedesand",11
"3198","25920","25920 Risum-Lindholm, Stedesand",12
"3199","32429","32429 Minden",42
"3200","32760","32760 Detmold",42
"3201","63073","63073 Offenbach am Main",92
"3202","35410","35410 Hungen",91
"3203","25923","25923 SÃ¼derlÃ¼gum, Braderup u.a.",11
"3204","25923","25923 SÃ¼derlÃ¼gum, Braderup u.a.",12
"3205","28215","28215 Bremen",31
"3206","69257","69257 Wiesenbach",111
"3207","64407","64407 FrÃ¤nkisch-Crumbach",92
"3208","78601","78601 Mahlstetten",113
"3209","61203","61203 Reichelsheim (Wetterau)",92
"3210","71263","71263 Weil der Stadt",112
"3211","35447","35447 Reiskirchen",91
"3212","32547","32547 Bad Oeynhausen",42
"3213","69239","69239 Neckarsteinach",111
"3214","69239","69239 Neckarsteinach",92
"3215","27257","27257 Affinghausen und Sudwalde",31
"3216","61137","61137 SchÃ¶neck",92
"3217","78239","78239 Rielasingen-Worblingen",112
"3218","32657","32657 Lemgo",42
"3219","25845","25845 Nordstrand, Elisabeth-Sophien-Koog, SÃ¼dfall",11
"3220","35282","35282 Rauschenberg",91
"3221","64689","64689 Grasellenbach",92
"3222","69434","69434 Hirschhorn, Brombach, Heddesbach",111
"3223","69434","69434 Hirschhorn, Brombach, Heddesbach",92
"3224","63165","63165 MÃ¼hlheim am Main",92
"3225","25761","25761 BÃ¼sum",11
"3226","78224","78224 Singen",112
"3227","25821","25821 Bredstedt, Breklum u.a.",12
"3228","75057","75057 KÃ¼rnbach",111
"3229","28203","28203 Bremen",31
"3230","28209","28209 Bremen",31
"3231","34516","34516 VÃ¶hl",91
"3232","72361","72361 Hausen am Tann",113
"3233","72364","72364 Obernheim",113
"3234","75031","75031 Eppingen",111
"3235","75031","75031 Eppingen",112
"3236","78576","78576 Emmingen-Liptingen",112
"3237","78576","78576 Emmingen-Liptingen",113
"3238","28279","28279 Bremen",31
"3239","61197","61197 Florstadt",92
"3240","71134","71134 Aidlingen",112
"3241","32427","32427 Minden",42
"3242","63110","63110 Rodgau",92
"3243","78570","78570 MÃ¼hlheim an der Donau",113
"3244","28359","28359 Bremen",31
"3245","75395","75395 Ostelsheim",112
"3246","75446","75446 Wiernsheim",112
"3247","25764","25764 Wesselburen",11
"3248","28213","28213 Bremen",31
"3249","25832","25832 TÃ¶nning",11
"3250","63179","63179 Obertshausen",92
"3251","27726","27726 Worpswede",31
"3252","75056","75056 Sulzfeld",111
"3253","21775","21775 Ihlienworth",31
"3254","72149","72149 Neustetten",113
"3255","28211","28211 Bremen",31
"3256","32457","32457 Porta Westfalica",32
"3257","32457","32457 Porta Westfalica",42
"3258","35466","35466 Rabenau",91
"3259","35274","35274 Kirchhain",91
"3260","72414","72414 Rangendingen",113
"3261","78267","78267 Aach",112
"3262","21762","21762 Otterndorf",31
"3263","28205","28205 Bremen",31
"3264","25821","25821 Bredstedt, Breklum u.a.",11
"3265","61130","61130 Nidderau",92
"3266","78253","78253 Eigeltingen",112
"3267","75447","75447 Sternenfels",111
